User-ID;ISBN;Book-Rating
278418;0307128431;0
278418;030712844X;0
278418;0307128466;0
278418;0307128474;0
278418;0307128571;0
278418;0307128814;0
278418;0307128849;0
278418;0307128954;0
278418;0307129047;0
278418;030712908X;0
278418;0307129160;0
278418;0307129322;0
278418;0307129403;0
278418;0307129438;0
278418;0307129659;0
278418;0307131106;0
278418;0307131556;0
278418;030713184X;0
278418;0307131947;0
278418;0307132552;0
278418;0307133168;0
278418;0307133281;0
278418;0307139794;0
278418;0307155757;0
278418;0307158535;0
278418;030716232X;0
278418;0307166503;0
278418;0307174530;0
278418;0307177009;0
278418;030720006X;0
278418;0307200116;0
278418;0307204022;0
278418;0307222071;0
278418;030723102X;0
278418;0307231038;0
278418;0307231100;0
278418;0307247155;0
278418;0307301052;0
278418;030730115X;0
278418;0307301192;0
278418;0307301206;0
278418;0307301257;0
278418;0307301281;0
278418;0307301303;0
278418;0307301451;0
278418;0307302016;0
278418;0307302202;0
278418;0307302636;0
278418;0307302822;0
278418;0307302970;0
278418;0307302997;0
278418;030741194X;0
278418;0307420272;0
278418;0307581187;0
278418;0307581438;0
278418;0307592251;0
278418;0307592618;0
278418;0307617203;0
278418;0307681033;0
278418;0307681300;0
278418;0307681408;0
278418;0307681564;0
278418;030768931X;0
278418;0307719723;0
278418;0307740145;0
278418;030774020X;0
278418;0307740242;0
278418;0307740250;0
278418;0307740439;0
278418;0307747107;0
278418;0307748073;0
278418;030774826X;0
278418;0307748278;0
278418;030780125X;0
278418;0307909034;0
278418;0307957829;0
278418;030798754X;0
278418;0307987566;0
278418;0307987698;0
278418;0307987825;0
278418;0307987981;0
278418;0307988031;0
278418;0307988082;0
278418;0307988155;0
278418;030798818X;0
278418;0307988414;0
278418;0307988619;0
278418;0307988759;0
278418;0310207045;0
278418;031090403X;0
278418;0310912520;10
278418;0312009658;0
278418;0312018193;0
278418;0312042825;0
278418;0312044410;0
278418;0312101597;0
278418;0312143214;0
278418;0312154720;0
278418;0312155824;0
278418;0312206119;0
278418;0312243081;0
278418;0312269242;0
278418;0439282799;0
278474;0192815245;0
278512;0152413588;6
278524;020140964X;10
278536;0312113420;6
278537;030706087X;0
278554;0152050167;10
278582;0226848620;10
278582;0312168586;0
278633;0201095696;9
278720;0192818252;7
278772;0312186681;10
278843;0201570750;0
278843;0312155115;0
278843;0312198248;0
278843;059035342X;8
278851;020148837X;0
278851;0312266448;0
2;0195153448;0
53;0156047624;10
53;0245542957;6
99;0312252617;8
99;0312261594;8
139;0143034359;0
243;0156006529;0
243;0312169787;0
244;0151008116;9
254;014230218X;0
254;0304345350;0
254;0312148267;0
254;0312151144;0
254;0312156960;0
254;0312305060;0
254;0439064864;9
254;0439064872;9
254;0439136350;9
254;0439136369;9
254;0439139597;9
254;043935806X;0
254;0590353403;9
383;0195086295;0
384;0156528207;0
387;0198320264;2
388;0312143370;0
408;0152012966;0
408;0312283784;8
446;0192815318;0
446;0312195516;0
453;0312278586;6
476;0312288115;5
486;0156027321;0
487;0312145543;0
503;0310201071;0
505;0308102282;0
507;0152325808;0
507;0307001164;0
507;0307115208;0
507;0307117375;0
507;0307118703;0
507;0307119424;0
507;0307128865;0
507;030720152X;0
507;0312312628;9
566;0156013967;0
566;0312206763;6
619;015600710X;8
638;0151000719;10
638;0151001006;10
643;0198604025;7
643;0767908473;0
651;0307215342;6
651;0312287240;8
709;0152162445;10
709;015216250X;10
709;0152162577;10
741;0142500410;0
741;0142500429;0
741;0198320264;10
743;0312282990;0
805;0156001942;0
805;0156027321;9
805;0312195516;0
827;0152013369;7
843;0312254164;0
882;0151000638;0
882;0151829756;0
882;0312169787;0
882;0312195516;0
882;0312274920;0
885;015644450X;0
901;0192860925;0
915;0156027321;10
929;0226726770;7
929;0312140940;8
989;0312274572;0
1008;0312195516;9
1025;0142300128;10
1098;031227999X;7
1113;0307132668;0
1129;0151010102;7
1129;0312303033;0
1131;0156006529;0
1131;0174434642;8
1131;0312243022;8
1167;0142004030;0
1174;0231105592;4
1211;0307177092;0
1248;0205280854;9
1248;0312169655;10
1248;0312205872;10
1252;031231616X;8
1258;0312269102;0
1279;031219126X;10
1343;0192817264;0
1372;0192820753;0
1412;0156027321;9
1416;0198811020;0
1424;0142003581;6
1424;0151002290;6
1424;0151004137;7
1424;0151006903;0
1424;0156001314;8
1424;0156006332;7
1424;0224018256;7
1424;0307001385;0
1424;031215125X;7
1435;0151881006;0
1435;0312168144;0
1435;0312304250;0
1485;0273649949;0
1547;0312251890;0
1548;0312243022;8
1570;0156787334;10
1652;0151006903;7
1674;0156838389;0
1674;0312278675;0
1674;0312314256;10
1725;0156027321;0
1733;059035342X;10
1805;0312195516;9
1805;0312281250;7
1848;0156027321;10
1848;0192860925;0
1848;0285632655;0
1848;0312269587;0
1903;0151104212;10
1903;0156001314;0
1903;0192802542;0
1903;0194315193;10
1903;0201895293;0
1903;020530902X;0
1903;0205318088;0
1903;0226899152;0
1903;0300087152;10
1903;0300096860;0
1903;0439064864;0
1903;0439136350;0
1903;0439139597;0
1928;0312267819;5
2024;0151002231;9
2024;0226067114;8
2024;0312028784;7
2033;0142500135;7
2033;0156935805;0
2033;0192800493;6
2033;0198547668;0
2033;0201632721;10
2033;030768993X;0
2033;0439064864;9
2033;0439136350;9
2033;0439139597;9
2033;043935806X;9
2033;0590353403;9
2041;0151003394;8
2110;0142302163;8
2110;0151008116;5
2110;0151879834;0
2110;015216250X;8
2110;0152162577;0
2110;059035342X;10
2130;0201731355;8
2136;0312311354;0
2139;0142004235;8
2160;0156881802;0
2179;0153895152;0
2179;0252068505;8
2179;0312263120;8
2179;0590353403;10
2189;0312243359;8
2197;0156005778;0
2197;0312291639;9
2219;0192816489;8
2276;0151712824;0
2276;0312019009;0
2276;031209261X;10
2276;0312191952;9
2288;0310466628;6
2288;0312305060;0
2313;0295955252;8
2313;0300069049;0
2313;0312186754;5
2313;0312275560;6
2326;0807281948;0
2326;0807281956;9
2333;0312195516;9
2337;0312265867;7
2354;0152008772;8
2355;0312150601;8
2358;0310240972;0
2411;0152017976;5
2411;0152017984;6
2411;0307100227;6
2421;0151104506;8
2542;0156658992;0
2622;030681188X;10
2630;0310225116;0
2653;0312109393;7
2719;0156806479;0
2759;0156007568;5
2766;0156329301;0
2766;0156849097;0
2766;0226500578;0
2766;0307128385;8
2766;0307168409;10
2766;0307234509;0
2766;0310211883;0
2766;0310216222;0
2766;0310322413;9
2766;0310514916;0
2766;0312099436;0
2766;0312146310;9
2766;0312180624;0
2766;0312305060;0
2790;0156027321;0
2793;0312263120;0
2793;0439064872;0
2793;0439136369;0
2793;0439139600;0
2793;0439358078;0
2793;059035342X;0
2804;059035342X;0
2855;0439064872;0
2859;015600710X;5
2889;0312263449;8
2891;0156027321;5
2891;0156907380;0
2891;0195061675;0
2891;0231121989;0
2891;0271007494;7
2891;0312006926;0
2891;0312263996;0
2891;0312282990;0
2891;0312286236;0
2891;0312305060;0
2954;031224116X;8
2977;0151004943;0
2977;0155013459;0
2977;0156806797;9
2977;0195006844;0
2977;0195017854;0
2977;0201043823;0
2977;0201340208;0
2977;0205126987;0
2977;0205152074;0
2977;023399226X;0
2977;0253204232;0
2977;0306809893;5
2977;0306811588;0
2977;0306811596;0
2977;0307617963;0
2977;031210104X;0
2977;0312115067;0
2977;0312118341;0
2977;0312155948;7
2977;0312157061;0
2977;0312194390;8
3005;0312278586;5
3066;0312193475;0
3066;0312201664;0
3071;0312055145;0
3079;0151006725;0
3079;0312278586;5
3079;0312305060;8
3145;0312089449;0
3145;0312263120;0
3145;043936213X;0
3167;015259034X;10
3266;0156787334;0
3266;0226424197;7
3282;024189865X;0
3289;0195103793;8
3291;0152105328;0
3300;0439136350;10
3344;0312272057;7
3346;0312169787;0
3363;0152001018;0
3363;0152003924;0
3363;0152006737;10
3363;0152008799;0
3363;0152021973;10
3363;0152164502;0
3363;0152167056;0
3363;0152167919;0
3363;0156004771;0
3363;0156008661;0
3363;0156010887;0
3363;0195154991;0
3363;0195867866;0
3363;0306807203;0
3363;0310201683;0
3363;031020755X;0
3363;0310213975;0
3363;031023008X;0
3363;0310231612;0
3363;0310515114;0
3363;0312023022;0
3363;0312046448;10
3363;0312105231;0
3363;0312144075;0
3363;0312146957;0
3363;0312147015;0
3363;0312171838;10
3363;0312180624;0
3363;0312187106;10
3363;0312203594;0
3363;0312206763;0
3363;0312209673;0
3363;031226481X;8
3363;0312270801;0
3363;031227193X;0
3363;0312272766;0
3363;0312272782;0
3363;0312278586;0
3363;031227999X;0
3363;0312284535;0
3363;0312288115;0
3363;1578564719;0
3364;0201406462;0
3371;0312033001;0
3371;0312274920;0
3371;0312278586;0
3371;0312305664;0
3371;031231616X;0
3373;0312291639;8
3418;059035342X;10
3454;0312278586;0
3471;0192833871;8
3471;0195002237;0
3472;0156711427;10
3481;0151002630;0
3488;0312186118;0
3508;0192815466;7
3538;0156027321;0
3538;0156619180;0
3542;0312050631;5
3578;0307157857;10
3586;0156004992;6
3588;0156628708;7
3632;0312283709;8
3647;0312242735;0
3660;0152008772;0
3675;0151010633;0
3677;0312154542;0
3757;0198641583;8
3761;0156001454;9
3814;0156011042;4
3827;0142300608;0
3827;0142501433;9
3827;0142501530;9
3827;0152017682;8
3827;015201800X;6
3827;0152018018;9
3827;0152046976;0
3827;0312274920;8
3827;0312309295;7
3839;0312171838;6
3840;0312104472;0
3840;0312199368;0
3840;0312199430;0
3879;0312195516;0
3917;0156007754;7
3917;031205436X;10
3923;0201710404;2
3923;0306810646;5
3923;0312135653;6
3947;0152009604;7
4017;015600710X;10
4017;0156007754;9
4017;0156010887;0
4017;0156027321;0
4017;0156907399;9
4017;0231121008;10
4017;0312032978;5
4017;0312093004;9
4017;0312150601;5
4017;0312169868;9
4017;0312186886;8
4017;0312187106;9
4017;0312187343;10
4017;0312243111;10
4017;0312283474;9
4017;0312291639;0
4017;059035342X;0
4049;0201050714;0
4049;0241130522;7
4076;0151446474;0
4092;0439064872;0
4092;0439136369;0
4092;059035342X;0
4131;0146001788;0
4131;0241100100;0
4131;027300235X;0
4149;0312192339;5
4157;0156970902;0
4157;0156997789;9
4157;0226500578;0
4157;0310342023;0
4157;0312195516;0
4173;0312156499;0
4183;0312155859;0
4197;0312264372;8
4303;0312282990;9
4309;0312280769;10
4370;0312244266;0
4561;0312274971;0
4571;0192833642;7
4622;0142437204;0
4622;0156027321;0
4622;030680395X;0
4622;0312305060;0
4781;0156907380;0
4781;0312087357;6
4785;0192820575;0
4785;0226462110;8
4785;0312291639;9
4795;0151003084;8
4795;0151008116;9
4802;0312267460;0
4802;0439136350;7
4809;0439064864;7
4809;0439136350;9
4809;0439139597;8
4809;0590353403;8
4895;0195085140;0
4896;0439064872;10
4896;043935806X;0
4896;059035342X;0
4900;0312282990;7
4938;0192851004;0
4938;0312266863;0
5021;0262192624;7
5027;0310478014;3
5048;0312287860;0
5091;0312195516;0
5127;0312113471;0
5163;0142302015;5
5207;059035342X;8
5209;0234770554;9
5209;0312266588;8
5209;0312274785;0
5273;0262121867;0
5275;0312288115;10
5285;0310329914;10
5294;0312243022;4
5385;0306810123;10
5418;0312305060;0
5424;0312243359;10
5439;0152020683;0
5439;0312099045;10
5439;0312205406;0
5439;0312306326;0
5443;0156904365;0
5458;0207169519;9
5476;0312272057;0
5476;0312278586;7
5476;0312283709;0
5479;0312263120;0
5483;0310220033;0
5490;0201741644;0
5490;0312282990;0
5499;0312271786;10
5499;0312304269;10
5499;0312306814;10
5499;0312316690;10
5499;0312319142;10
5499;0312319517;10
5539;0156007479;0
5539;0312144075;0
5539;0312267177;0
5539;0312274920;0
5543;0155026607;8
5543;0310239729;0
5553;0192713434;8
5555;0312261918;5
5582;015696158X;5
5582;0312191189;5
5585;0312291639;0
5595;0312204353;7
5609;0312195516;0
5665;0312265840;7
5665;0312265859;0
5694;0152099905;0
5694;0439136369;0
5709;0307222519;0
5726;0297778536;5
5727;0306803984;9
5728;0195042239;6
5728;0231120621;8
5728;0312288115;6
5737;059035342X;0
5741;0192833669;10
5769;0241123968;0
5770;0297828991;5
5777;0307121259;0
5794;0192835181;0
5903;0142004030;0
5903;015602943X;0
5903;0312195516;0
5912;0156028352;8
5932;0156628708;5
5932;0312291639;5
6007;0312305060;0
6051;020162690X;0
6069;0156011603;8
6073;0156658992;9
6073;0312244991;8
6092;0312150601;8
6102;0312141475;0
6120;0156012197;0
6120;0307120848;0
6156;0312168748;9
6156;0312266065;0
6238;0151005346;7
6238;0156004011;8
6238;0156005204;9
6238;0156006243;8
6238;0156006391;9
6238;0156007754;9
6238;0156010593;10
6238;0312252927;8
6238;0312266510;9
6242;0143033603;7
6242;015100658X;5
6242;0156006391;5
6242;0156012022;7
6242;0312099436;5
6242;0312130279;7
6242;0312135092;0
6242;0312144075;5
6242;0312150601;5
6242;0312195516;7
6242;0312199406;5
6242;0312205546;5
6242;0312243022;8
6242;0312267568;5
6242;0312282990;6
6242;0312283377;5
6242;0312291639;5
6242;0312301731;7
6251;0151006040;0
6251;0152018255;10
6251;0152420371;10
6251;0156001128;0
6251;0156007185;0
6251;0156007479;0
6251;0156028778;0
6251;015602943X;10
6251;0156189216;10
6251;0156628708;0
6251;0156717204;7
6251;0156787334;0
6251;0156907399;0
6251;0201107120;7
6251;0201626705;7
6251;0307001040;0
6251;0307001342;0
6251;0307001369;0
6251;0307001377;0
6251;0307002101;0
6251;030701021X;0
6251;0307010309;0
6251;0307010856;0
6251;0307010945;0
6251;0307020460;0
6251;0307020908;0
6251;0307021742;0
6251;0307030717;0
6251;0307122379;8
6251;0307301400;0
6251;0307302024;0
6251;0307601900;0
6251;0307960374;10
6251;0307986241;0
6251;0307988384;0
6251;0312038208;0
6251;0312050631;0
6251;0312104952;0
6251;0312112629;10
6251;0312144504;0
6251;0312150601;0
6251;0312161271;0
6251;0312167989;0
6251;0312168675;0
6251;0312195516;0
6251;0312278586;0
6251;0312283709;0
6251;0312291639;0
6251;0312305060;0
6251;0439064872;0
6251;0439136350;10
6251;0439139597;10
6251;0439139600;0
6251;043935806X;9
6251;059035342X;0
6261;0142004278;8
6265;031021758X;7
6265;0310217598;5
6280;0151008116;9
6281;0192833863;0
6323;0151003580;0
6323;0312143648;0
6323;0312169345;0
6323;0312253974;6
6323;0312264143;2
6330;0241141095;0
6330;0273622218;7
6333;0156013126;7
6336;0307001253;0
6364;0312123337;10
6368;0156027321;0
6368;0312291639;0
6394;0156027321;0
6431;0439064864;10
6431;0439136350;10
6431;0439139597;10
6431;043935806X;10
6431;0590353403;10
6432;0151002444;0
6432;0312152000;0
6470;0307101479;8
6537;031230238X;0
6543;0142004278;6
6543;0151003130;0
6543;0151003378;0
6543;0151008116;0
6543;0152050167;0
6543;0156006898;0
6543;0312042779;7
6543;0312065647;0
6543;0312099436;10
6543;0312119313;0
6543;0312195516;0
6543;0312199406;0
6543;0312252854;0
6543;0312267568;9
6543;0312273126;0
6543;0312278586;0
6543;0312282060;0
6543;0312282621;10
6543;0312282664;9
6543;0312287984;7
6543;0312288115;0
6543;0312289723;8
6543;0312306326;6
6543;0312313810;6
6543;0312318898;10
6563;0142004278;0
6563;031020755X;0
6563;0310231876;0
6563;0312063571;0
6563;0312171838;5
6563;0312198493;0
6563;0312278586;7
6563;0439064872;0
6563;0439136369;0
6563;0439139600;9
6563;043935806X;10
6563;059035342X;8
6575;015100692X;0
6575;0151489262;0
6575;0152022341;6
6575;0156002078;0
6575;015600464X;0
6575;015600514X;0
6575;0156005778;0
6575;0156006197;0
6575;0156006340;0
6575;0156006391;9
6575;0156007479;0
6575;0156007754;8
6575;0156007819;0
6575;015602943X;10
6575;015640057X;7
6575;015670160X;0
6575;0156814161;0
6575;0195130928;0
6575;0295962194;0
6575;0310217601;0
6575;0310243882;0
6575;031202259X;0
6575;0312143834;0
6575;0312144075;9
6575;0312150601;8
6575;0312169655;8
6575;0312187343;0
6575;0312187688;0
6575;0312194404;0
6575;0312195516;8
6575;0312198647;8
6575;0312243022;7
6575;0312252803;7
6575;0312261594;2
6575;0312265859;0
6575;0312265867;9
6575;0312278586;0
6575;0312281250;0
6575;0312282990;9
6575;031228425X;0
6575;0312288115;0
6575;0312290888;0
6575;0312315600;0
6575;043935806X;0
6590;0312243022;0
6597;0192833170;5
6611;0192854496;10
6611;0312192037;10
6635;0312050631;8
6679;0312195516;10
6731;0156612062;0
6731;019283097X;7
6737;0312130279;8
6763;0312265840;9
6772;0201101904;0
6900;0312305060;0
6900;059035342X;0
7053;0312263120;0
7072;059035342X;7
7105;014302812X;0
7107;0304357278;0
7125;0156027321;0
7125;0156028778;2
7125;0312192428;8
7125;0312205961;0
7125;0312209517;0
7125;031225234X;0
7125;0312284683;6
7125;0312290624;0
7125;0312303467;0
7134;0312195516;9
7134;0312204264;8
7158;0151008116;0
7158;0156005891;0
7158;0156006529;0
7158;015600710X;0
7158;0156027127;0
7158;015602876X;0
7158;031020707X;0
7158;0310220033;0
7158;031205811X;0
7158;031213150X;8
7158;0312140908;0
7158;0312253079;0
7158;0312269374;0
7158;0312272758;0
7158;0312286449;0
7158;0312289510;0
7158;0312305060;0
7210;0151006261;9
7210;0176035400;0
7210;0192815326;0
7283;0156027321;0
7283;0312195516;0
7283;0312278586;9
7286;0156806797;7
7286;0195283910;8
7286;030701035X;6
7286;0307617963;1
7286;0310202639;0
7286;0310495512;0
7286;0312134517;0
7286;0312194390;0
7286;0312277350;0
7286;0312291450;0
7286;0425187012;10
7286;0439625602;10
7346;0151006040;0
7346;0192823507;7
7346;0195003640;0
7346;0307016277;0
7346;0307100820;0
7346;0307101991;0
7346;0307103803;0
7346;0307122239;7
7346;0307215598;0
7346;0307215873;0
7346;0307302709;7
7346;0310218039;8
7346;0312107935;0
7346;0312150601;0
7346;0312171838;0
7346;0312198647;0
7346;0312201656;8
7346;0312203039;7
7346;0312207662;7
7346;0312265867;6
7346;0312274920;0
7346;0312282990;0
7346;0312284535;0
7346;0312291639;0
7346;031231616X;0
7346;0439136369;0
7346;043936213X;9
7346;0590353403;10
7355;0312270712;0
7378;0312195516;0
7403;0312194560;7
7426;0312045875;8
7474;0142003735;2
7478;0312104324;8
7482;059035342X;8
7509;0151004218;0
7548;0192823507;6
7620;0312195168;0
7620;0312195516;10
7792;0156628708;0
7809;059035342X;8
7844;0151189781;5
7860;0152550860;0
7882;0155019872;8
7887;0201489376;0
7890;0156006847;10
7915;015100692X;5
7915;0156004070;0
7915;0156007185;0
7915;0156028778;6
7915;0310978912;0
7915;031205436X;0
7915;0312093616;0
7915;0312195516;10
7915;0312265840;9
7915;0312291639;0
7958;0192823523;0
7958;0195888979;0
7958;043935806X;0
7962;0310214351;0
7995;0312140908;0
7999;0151006903;0
8018;0439136369;0
8018;043936213X;0
8019;0201112159;0
8019;0307220060;0
8019;0312020317;10
8066;0142003816;0
8066;0156027321;9
8066;0156027453;5
8066;0156729156;6
8066;0192815539;9
8066;0252062825;2
8066;0312099436;0
8066;0312199406;0
8066;0312243022;9
8066;0312267568;0
8066;0312313195;6
8067;0312265859;10
8067;0312284683;10
8067;0312306326;7
8094;8478884459;10
8094;8478884955;10
8094;8478885196;10
8094;8478886451;10
8103;0142437212;8
8167;0192815555;0
8188;0156007754;9
8219;0151008116;7
8234;0310918421;0
8234;0312242220;0
8245;0156006529;7
8245;0156027321;9
8245;0156528207;8
8245;0205187382;0
8245;0312171838;7
8245;0312186924;8
8245;0312195516;9
8245;031220387X;0
8245;0312289189;9
8245;0439064872;8
8250;0312288549;0
8253;014230218X;8
8253;0151009988;0
8253;0156001942;0
8253;0156106809;0
8253;0192825232;0
8253;0312119305;0
8253;0312150601;0
8253;0312151144;0
8253;0312195516;0
8253;0312201656;10
8253;0312243022;0
8253;0312270933;0
8253;0312278586;0
8253;0312282990;0
8253;0590353403;8
8255;0156027321;8
8268;0312278586;7
8268;0312311354;10
8284;0192781340;0
8284;0312303467;0
8292;0156007479;6
8314;015602943X;0
8314;0198607199;0
8362;0151008116;0
8362;031215125X;0
8362;0312186142;0
8362;0312278586;0
8362;0312289510;0
8362;0439136369;0
8454;0142004030;0
8454;0156005891;8
8454;015600710X;7
8454;0156007479;10
8454;0156027321;9
8454;0156027399;0
8487;0312119070;0
8495;0304328464;0
8499;0310235561;8
8529;0192838679;0
8529;0439064864;10
8529;0439284031;0
8529;0439286239;0
8530;0152008675;7
8568;0192853902;9
8672;0312155204;0
8680;0156005891;0
8681;0151001812;7
8681;0151001820;9
8681;0151002584;0
8681;0151002835;7
8681;0151003718;8
